Time (s),Channel 1 (V),Channel 2 (V)
-8.562081632653062077e-05,3.283618828115839161e+00,3.266631074470507379e+00
-8.559081632653060920e-05,3.287369930177827637e+00,3.259191441143022061e+00
-8.556081632653059763e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.553081632653061317e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.550081632653060159e-05,3.279867726053851573e+00,3.248031991151793640e+00
-8.547081632653061713e-05,3.287369930177827637e+00,3.262911257806764720e+00
-8.544081632653060556e-05,3.276116623991863985e+00,3.274070707797992696e+00
-8.541081632653062109e-05,3.298623236363791289e+00,3.262911257806764720e+00
-8.538081632653060952e-05,3.291121032239815225e+00,3.266631074470507379e+00
-8.535081632653059795e-05,3.294872134301802813e+00,3.277790524461735799e+00
-8.532081632653061348e-05,3.294872134301802813e+00,3.270350891134250038e+00
-8.529081632653060191e-05,3.294872134301802813e+00,3.255471624479279402e+00
-8.526081632653061744e-05,3.291121032239815225e+00,3.274070707797992696e+00
-8.523081632653060587e-05,3.283618828115839161e+00,3.270350891134250038e+00
-8.520081632653062141e-05,3.291121032239815225e+00,3.262911257806764720e+00
-8.517081632653060984e-05,3.287369930177827637e+00,3.259191441143022061e+00
-8.514081632653059826e-05,3.283618828115839161e+00,3.262911257806764720e+00
-8.511081632653061380e-05,3.287369930177827637e+00,3.274070707797992696e+00
-8.508081632653060223e-05,3.287369930177827637e+00,3.274070707797992696e+00
-8.505081632653061776e-05,3.287369930177827637e+00,3.270350891134250038e+00
-8.502081632653060619e-05,3.287369930177827637e+00,3.277790524461735799e+00
-8.499081632653062172e-05,3.294872134301802813e+00,3.274070707797992696e+00
-8.496081632653061015e-05,3.287369930177827637e+00,3.270350891134250038e+00
-8.493081632653059858e-05,3.283618828115839161e+00,3.259191441143022061e+00
-8.490081632653061411e-05,3.279867726053851573e+00,3.270350891134250038e+00
-8.487081632653060254e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.484081632653061808e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.481081632653060651e-05,3.283618828115839161e+00,3.270350891134250038e+00
-8.478081632653062204e-05,3.276116623991863985e+00,3.262911257806764720e+00
-8.475081632653061047e-05,3.268614419867887921e+00,3.274070707797992696e+00
-8.472081632653059890e-05,3.287369930177827637e+00,3.274070707797992696e+00
-8.469081632653061443e-05,3.279867726053851573e+00,3.259191441143022061e+00
-8.466081632653060286e-05,3.287369930177827637e+00,3.274070707797992696e+00
-8.463081632653061839e-05,3.283618828115839161e+00,3.277790524461735799e+00
-8.460081632653060682e-05,3.283618828115839161e+00,3.266631074470507379e+00
-8.457081632653062236e-05,3.294872134301802813e+00,3.266631074470507379e+00
-8.454081632653061079e-05,3.287369930177827637e+00,3.262911257806764720e+00
-8.451081632653059921e-05,3.283618828115839161e+00,3.259191441143022061e+00
-8.448081632653061475e-05,3.279867726053851573e+00,3.262911257806764720e+00
-8.445081632653060318e-05,3.287369930177827637e+00,3.277790524461735799e+00
-8.442081632653061871e-05,3.283618828115839161e+00,3.266631074470507379e+00
-8.439081632653060714e-05,3.279867726053851573e+00,3.274070707797992696e+00
-8.436081632653062267e-05,3.279867726053851573e+00,3.277790524461735799e+00
-8.433081632653061110e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.430081632653059953e-05,3.287369930177827637e+00,3.274070707797992696e+00
-8.427081632653061506e-05,3.302374338425778877e+00,3.281510341125478458e+00
-8.424081632653060349e-05,3.302374338425778877e+00,3.277790524461735799e+00
-8.421081632653061903e-05,3.291121032239815225e+00,3.277790524461735799e+00
-8.418081632653060746e-05,3.306125440487766465e+00,3.292669791116706435e+00
-8.415081632653059588e-05,3.302374338425778877e+00,3.288949974452963776e+00
-8.412081632653061142e-05,3.306125440487766465e+00,3.281510341125478458e+00
-8.409081632653059985e-05,3.302374338425778877e+00,3.281510341125478458e+00
-8.406081632653061538e-05,3.306125440487766465e+00,3.281510341125478458e+00
-8.403081632653060381e-05,3.302374338425778877e+00,3.285230157789221117e+00
-8.400081632653061934e-05,3.309876542549754941e+00,3.285230157789221117e+00
-8.397081632653060777e-05,3.321129848735717704e+00,3.296389607780449538e+00
-8.394081632653059620e-05,3.302374338425778877e+00,3.296389607780449538e+00
-8.391081632653061173e-05,3.306125440487766465e+00,3.296389607780449538e+00
-8.388081632653060016e-05,3.306125440487766465e+00,3.300109424444192197e+00
-8.385081632653061570e-05,3.313627644611742529e+00,3.300109424444192197e+00
-8.382081632653060413e-05,3.324880950797706181e+00,3.311268874435420173e+00
-8.379081632653061966e-05,3.332383154921681356e+00,3.296389607780449538e+00
-8.376081632653060809e-05,3.332383154921681356e+00,3.307549057771677514e+00
-8.373081632653059652e-05,3.279867726053851573e+00,3.259191441143022061e+00
-8.370081632653061205e-05,3.294872134301802813e+00,3.262911257806764720e+00
-8.367081632653060048e-05,3.302374338425778877e+00,3.292669791116706435e+00
-8.364081632653061601e-05,3.309876542549754941e+00,3.281510341125478458e+00
-8.361081632653060444e-05,3.294872134301802813e+00,3.270350891134250038e+00
-8.358081632653061998e-05,3.294872134301802813e+00,3.262911257806764720e+00
-8.355081632653060841e-05,3.283618828115839161e+00,3.266631074470507379e+00
-8.352081632653059683e-05,3.268614419867887921e+00,3.262911257806764720e+00
-8.349081632653061237e-05,3.283618828115839161e+00,3.259191441143022061e+00
-8.346081632653060080e-05,3.294872134301802813e+00,3.274070707797992696e+00
-8.343081632653061633e-05,3.283618828115839161e+00,3.270350891134250038e+00
-8.340081632653060476e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.337081632653062029e-05,3.279867726053851573e+00,3.255471624479279402e+00
-8.334081632653060872e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.331081632653059715e-05,3.264863317805900333e+00,3.255471624479279402e+00
-8.328081632653061268e-05,3.276116623991863985e+00,3.262911257806764720e+00
-8.325081632653060111e-05,3.272365521929876397e+00,3.266631074470507379e+00
-8.322081632653061665e-05,3.276116623991863985e+00,3.255471624479279402e+00
-8.319081632653060508e-05,3.272365521929876397e+00,3.251751807815536743e+00
-8.316081632653062061e-05,3.264863317805900333e+00,3.255471624479279402e+00
-8.313081632653060904e-05,3.268614419867887921e+00,3.251751807815536743e+00
-8.310081632653059747e-05,3.279867726053851573e+00,3.251751807815536743e+00
-8.307081632653061300e-05,3.268614419867887921e+00,3.255471624479279402e+00
-8.304081632653060143e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.301081632653061696e-05,3.279867726053851573e+00,3.251751807815536743e+00
-8.298081632653060539e-05,3.268614419867887921e+00,3.255471624479279402e+00
-8.295081632653062093e-05,3.257361113681924270e+00,3.244312174488050982e+00
-8.292081632653060936e-05,3.279867726053851573e+00,3.251751807815536743e+00
-8.289081632653059778e-05,3.283618828115839161e+00,3.251751807815536743e+00
-8.286081632653061332e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.283081632653060175e-05,3.276116623991863985e+00,3.255471624479279402e+00
-8.280081632653061728e-05,3.272365521929876397e+00,3.248031991151793640e+00
-8.277081632653060571e-05,3.268614419867887921e+00,3.251751807815536743e+00
-8.274081632653062124e-05,3.264863317805900333e+00,3.255471624479279402e+00
-8.271081632653060967e-05,3.279867726053851573e+00,3.248031991151793640e+00
-8.268081632653059810e-05,3.272365521929876397e+00,3.251751807815536743e+00
-8.265081632653061363e-05,3.276116623991863985e+00,3.259191441143022061e+00
-8.262081632653060206e-05,3.276116623991863985e+00,3.255471624479279402e+00
-8.259081632653061760e-05,3.272365521929876397e+00,3.251751807815536743e+00
-8.256081632653060603e-05,3.276116623991863985e+00,3.262911257806764720e+00
-8.253081632653062156e-05,3.276116623991863985e+00,3.266631074470507379e+00
-8.250081632653060999e-05,3.306125440487766465e+00,3.281510341125478458e+00
-8.247081632653059842e-05,3.298623236363791289e+00,3.281510341125478458e+00
-8.244081632653061395e-05,3.309876542549754941e+00,3.277790524461735799e+00
-8.241081632653060238e-05,3.298623236363791289e+00,3.281510341125478458e+00
-8.238081632653061791e-05,3.309876542549754941e+00,3.288949974452963776e+00
-8.235081632653060634e-05,3.306125440487766465e+00,3.281510341125478458e+00
-8.232081632653062188e-05,3.302374338425778877e+00,3.281510341125478458e+00
-8.229081632653061030e-05,3.306125440487766465e+00,3.285230157789221117e+00
-8.226081632653059873e-05,3.302374338425778877e+00,3.285230157789221117e+00
-8.223081632653061427e-05,3.298623236363791289e+00,3.281510341125478458e+00
-8.220081632653060270e-05,3.313627644611742529e+00,3.281510341125478458e+00
-8.217081632653061823e-05,3.306125440487766465e+00,3.292669791116706435e+00
-8.214081632653060666e-05,3.317378746673730117e+00,3.296389607780449538e+00
-8.211081632653062219e-05,3.321129848735717704e+00,3.300109424444192197e+00
-8.208081632653061062e-05,3.306125440487766465e+00,3.300109424444192197e+00
-8.205081632653059905e-05,3.313627644611742529e+00,3.303829241107934855e+00
-8.202081632653061458e-05,3.324880950797706181e+00,3.307549057771677514e+00
-8.199081632653060301e-05,3.324880950797706181e+00,3.307549057771677514e+00
-8.196081632653061855e-05,3.287369930177827637e+00,3.274070707797992696e+00
-8.193081632653060698e-05,3.279867726053851573e+00,3.262911257806764720e+00
-8.190081632653062251e-05,3.298623236363791289e+00,3.285230157789221117e+00
-8.187081632653061094e-05,3.287369930177827637e+00,3.281510341125478458e+00
-8.184081632653059937e-05,3.272365521929876397e+00,3.266631074470507379e+00
-8.181081632653061490e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.178081632653060333e-05,3.287369930177827637e+00,3.277790524461735799e+00
-8.175081632653061886e-05,3.276116623991863985e+00,3.259191441143022061e+00
-8.172081632653060729e-05,3.291121032239815225e+00,3.262911257806764720e+00
-8.169081632653059572e-05,3.279867726053851573e+00,3.262911257806764720e+00
-8.166081632653061125e-05,3.272365521929876397e+00,3.259191441143022061e+00
-8.163081632653059968e-05,3.276116623991863985e+00,3.255471624479279402e+00
-8.160081632653061522e-05,3.268614419867887921e+00,3.251751807815536743e+00
-8.157081632653060365e-05,3.276116623991863985e+00,3.262911257806764720e+00
-8.154081632653061918e-05,3.279867726053851573e+00,3.259191441143022061e+00
-8.151081632653060761e-05,3.276116623991863985e+00,3.259191441143022061e+00
-8.148081632653059604e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.145081632653061157e-05,3.276116623991863985e+00,3.248031991151793640e+00
-8.142081632653060000e-05,3.272365521929876397e+00,3.259191441143022061e+00
-8.139081632653061553e-05,3.276116623991863985e+00,3.248031991151793640e+00
-8.136081632653060396e-05,3.272365521929876397e+00,3.259191441143022061e+00
-8.133081632653061950e-05,3.272365521929876397e+00,3.251751807815536743e+00
-8.130081632653060792e-05,3.283618828115839161e+00,3.244312174488050982e+00
-8.127081632653059635e-05,3.279867726053851573e+00,3.266631074470507379e+00
-8.124081632653061189e-05,3.268614419867887921e+00,3.248031991151793640e+00
-8.121081632653060032e-05,3.264863317805900333e+00,3.251751807815536743e+00
-8.118081632653061585e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.115081632653060428e-05,3.272365521929876397e+00,3.255471624479279402e+00
-8.112081632653061981e-05,3.268614419867887921e+00,3.248031991151793640e+00
-8.109081632653060824e-05,3.279867726053851573e+00,3.251751807815536743e+00
-8.106081632653059667e-05,3.276116623991863985e+00,3.251751807815536743e+00
-8.103081632653061220e-05,3.272365521929876397e+00,3.248031991151793640e+00
-8.100081632653060063e-05,3.268614419867887921e+00,3.240592357824308323e+00
-8.097081632653061617e-05,3.264863317805900333e+00,3.255471624479279402e+00
-8.094081632653060460e-05,3.276116623991863985e+00,3.255471624479279402e+00
-8.091081632653062013e-05,3.272365521929876397e+00,3.259191441143022061e+00
-8.088081632653060856e-05,3.268614419867887921e+00,3.255471624479279402e+00
-8.085081632653059699e-05,3.283618828115839161e+00,3.259191441143022061e+00
-8.082081632653061252e-05,3.272365521929876397e+00,3.262911257806764720e+00
-8.079081632653060095e-05,3.279867726053851573e+00,3.259191441143022061e+00
-8.076081632653061648e-05,3.287369930177827637e+00,3.262911257806764720e+00
-8.073081632653060491e-05,3.287369930177827637e+00,3.277790524461735799e+00
-8.070081632653062045e-05,3.306125440487766465e+00,3.285230157789221117e+00
-8.067081632653060887e-05,3.294872134301802813e+00,3.277790524461735799e+00
-8.064081632653059730e-05,3.302374338425778877e+00,3.274070707797992696e+00
-8.061081632653061284e-05,3.302374338425778877e+00,3.277790524461735799e+00
-8.058081632653060127e-05,3.294872134301802813e+00,3.288949974452963776e+00
-8.055081632653061680e-05,3.306125440487766465e+00,3.281510341125478458e+00
-8.052081632653060523e-05,3.298623236363791289e+00,3.277790524461735799e+00
-8.049081632653062076e-05,3.302374338425778877e+00,3.292669791116706435e+00
-8.046081632653060919e-05,3.298623236363791289e+00,3.292669791116706435e+00
-8.043081632653059762e-05,3.313627644611742529e+00,3.296389607780449538e+00
-8.040081632653061315e-05,3.306125440487766465e+00,3.281510341125478458e+00
-8.037081632653060158e-05,3.309876542549754941e+00,3.288949974452963776e+00
-8.034081632653061712e-05,3.313627644611742529e+00,3.300109424444192197e+00
-8.031081632653060555e-05,3.309876542549754941e+00,3.288949974452963776e+00
-8.028081632653062108e-05,3.321129848735717704e+00,3.307549057771677514e+00
-8.025081632653060951e-05,3.313627644611742529e+00,3.303829241107934855e+00
-8.022081632653059794e-05,3.306125440487766465e+00,3.303829241107934855e+00
-8.019081632653061347e-05,3.309876542549754941e+00,3.296389607780449538e+00
-8.016081632653060190e-05,3.268614419867887921e+00,3.248031991151793640e+00
-8.013081632653061743e-05,3.276116623991863985e+00,3.259191441143022061e+00
-8.010081632653060586e-05,3.294872134301802813e+00,3.281510341125478458e+00
-8.007081632653062140e-05,3.279867726053851573e+00,3.277790524461735799e+00
-8.004081632653060982e-05,3.261112215743912746e+00,3.266631074470507379e+00
-8.001081632653059825e-05,3.276116623991863985e+00,3.274070707797992696e+00
-7.998081632653061379e-05,3.272365521929876397e+00,3.270350891134250038e+00
-7.995081632653060222e-05,3.283618828115839161e+00,3.251751807815536743e+00
-7.992081632653061775e-05,3.279867726053851573e+00,3.274070707797992696e+00
-7.989081632653060618e-05,3.279867726053851573e+00,3.262911257806764720e+00
-7.986081632653062171e-05,3.276116623991863985e+00,3.255471624479279402e+00
-7.983081632653061014e-05,3.272365521929876397e+00,3.259191441143022061e+00
-7.980081632653059857e-05,3.268614419867887921e+00,3.248031991151793640e+00
-7.977081632653061410e-05,3.264863317805900333e+00,3.248031991151793640e+00
-7.974081632653060253e-05,3.276116623991863985e+00,3.248031991151793640e+00
-7.971081632653061807e-05,3.272365521929876397e+00,3.244312174488050982e+00
-7.968081632653060649e-05,3.272365521929876397e+00,3.251751807815536743e+00
-7.965081632653062203e-05,3.264863317805900333e+00,3.244312174488050982e+00
-7.962081632653061046e-05,3.264863317805900333e+00,3.248031991151793640e+00
-7.959081632653059889e-05,3.276116623991863985e+00,3.251751807815536743e+00
-7.956081632653061442e-05,3.276116623991863985e+00,3.244312174488050982e+00
-7.953081632653060285e-05,3.272365521929876397e+00,3.240592357824308323e+00
-7.950081632653061838e-05,3.257361113681924270e+00,3.240592357824308323e+00
-7.947081632653060681e-05,3.272365521929876397e+00,3.240592357824308323e+00
-7.944081632653062235e-05,3.272365521929876397e+00,3.248031991151793640e+00
-7.941081632653061077e-05,3.261112215743912746e+00,3.244312174488050982e+00
-7.938081632653059920e-05,3.272365521929876397e+00,3.244312174488050982e+00
-7.935081632653061474e-05,3.268614419867887921e+00,3.248031991151793640e+00
-7.932081632653060317e-05,3.264863317805900333e+00,3.248031991151793640e+00
-7.929081632653061870e-05,3.264863317805900333e+00,3.248031991151793640e+00
-7.926081632653060713e-05,3.261112215743912746e+00,3.248031991151793640e+00
-7.923081632653062266e-05,3.261112215743912746e+00,3.240592357824308323e+00
-7.920081632653061109e-05,3.261112215743912746e+00,3.244312174488050982e+00
-7.917081632653059952e-05,3.264863317805900333e+00,3.236872541160565664e+00
-7.914081632653061505e-05,3.268614419867887921e+00,3.248031991151793640e+00
-7.911081632653060348e-05,3.276116623991863985e+00,3.248031991151793640e+00
-7.908081632653061902e-05,3.264863317805900333e+00,3.248031991151793640e+00
-7.905081632653060744e-05,3.268614419867887921e+00,3.248031991151793640e+00
-7.902081632653059587e-05,3.272365521929876397e+00,3.248031991151793640e+00
-7.899081632653061141e-05,3.276116623991863985e+00,3.259191441143022061e+00
-7.896081632653059984e-05,3.272365521929876397e+00,3.270350891134250038e+00
-7.893081632653061537e-05,3.279867726053851573e+00,3.266631074470507379e+00
-7.890081632653060380e-05,3.291121032239815225e+00,3.285230157789221117e+00
-7.887081632653061933e-05,3.294872134301802813e+00,3.285230157789221117e+00
-7.884081632653060776e-05,3.294872134301802813e+00,3.270350891134250038e+00
-7.881081632653059619e-05,3.291121032239815225e+00,3.292669791116706435e+00
-7.878081632653061172e-05,3.294872134301802813e+00,3.292669791116706435e+00
-7.875081632653060015e-05,3.306125440487766465e+00,3.288949974452963776e+00
-7.872081632653061569e-05,3.294872134301802813e+00,3.281510341125478458e+00
-7.869081632653060411e-05,3.294872134301802813e+00,3.288949974452963776e+00
-7.866081632653061965e-05,3.306125440487766465e+00,3.300109424444192197e+00
-7.863081632653060808e-05,3.302374338425778877e+00,3.285230157789221117e+00
-7.860081632653059651e-05,3.306125440487766465e+00,3.288949974452963776e+00
-7.857081632653061204e-05,3.306125440487766465e+00,3.296389607780449538e+00
-7.854081632653060047e-05,3.309876542549754941e+00,3.296389607780449538e+00
-7.851081632653061600e-05,3.317378746673730117e+00,3.296389607780449538e+00
-7.848081632653060443e-05,3.321129848735717704e+00,3.300109424444192197e+00
-7.845081632653061997e-05,3.328632052859693768e+00,3.311268874435420173e+00
-7.842081632653060839e-05,3.324880950797706181e+00,3.311268874435420173e+00
-7.839081632653059682e-05,3.328632052859693768e+00,3.300109424444192197e+00
-7.836081632653061236e-05,3.276116623991863985e+00,3.270350891134250038e+00
-7.833081632653060079e-05,3.283618828115839161e+00,3.270350891134250038e+00
-7.830081632653061632e-05,3.298623236363791289e+00,3.285230157789221117e+00
-7.827081632653060475e-05,3.294872134301802813e+00,3.281510341125478458e+00
-7.824081632653062028e-05,3.276116623991863985e+00,3.262911257806764720e+00
-7.821081632653060871e-05,3.279867726053851573e+00,3.266631074470507379e+00
-7.818081632653059714e-05,3.291121032239815225e+00,3.277790524461735799e+00
-7.815081632653061267e-05,3.279867726053851573e+00,3.270350891134250038e+00
-7.812081632653060110e-05,3.279867726053851573e+00,3.266631074470507379e+00
-7.809081632653061664e-05,3.283618828115839161e+00,3.274070707797992696e+00
-7.806081632653060506e-05,3.283618828115839161e+00,3.259191441143022061e+00
-7.803081632653062060e-05,3.276116623991863985e+00,3.259191441143022061e+00
-7.800081632653060903e-05,3.276116623991863985e+00,3.259191441143022061e+00
-7.797081632653059746e-05,3.272365521929876397e+00,3.266631074470507379e+00
-7.794081632653061299e-05,3.268614419867887921e+00,3.255471624479279402e+00
-7.791081632653060142e-05,3.264863317805900333e+00,3.259191441143022061e+00
-7.788081632653061695e-05,3.279867726053851573e+00,3.255471624479279402e+00
-7.785081632653060538e-05,3.272365521929876397e+00,3.248031991151793640e+00
-7.782081632653062092e-05,3.276116623991863985e+00,3.259191441143022061e+00
-7.779081632653060934e-05,3.276116623991863985e+00,3.251751807815536743e+00
-7.776081632653059777e-05,3.279867726053851573e+00,3.251751807815536743e+00
-7.773081632653061331e-05,3.261112215743912746e+00,3.244312174488050982e+00
-7.770081632653060174e-05,3.272365521929876397e+00,3.251751807815536743e+00
-7.767081632653061727e-05,3.276116623991863985e+00,3.251751807815536743e+00
-7.764081632653060570e-05,3.276116623991863985e+00,3.240592357824308323e+00
-7.761081632653062123e-05,3.264863317805900333e+00,3.233152724496823005e+00
-7.758081632653060966e-05,3.268614419867887921e+00,3.240592357824308323e+00
-7.755081632653059809e-05,3.268614419867887921e+00,3.248031991151793640e+00
-7.752081632653061362e-05,3.276116623991863985e+00,3.248031991151793640e+00
-7.749081632653060205e-05,3.272365521929876397e+00,3.244312174488050982e+00
-7.746081632653061759e-05,3.272365521929876397e+00,3.248031991151793640e+00
-7.743081632653060601e-05,3.272365521929876397e+00,3.244312174488050982e+00
-7.740081632653062155e-05,3.253610011619936682e+00,3.236872541160565664e+00
-7.737081632653060998e-05,3.268614419867887921e+00,3.244312174488050982e+00
-7.734081632653059841e-05,3.272365521929876397e+00,3.248031991151793640e+00
-7.731081632653061394e-05,3.268614419867887921e+00,3.248031991151793640e+00
-7.728081632653060237e-05,3.264863317805900333e+00,3.244312174488050982e+00
-7.725081632653061790e-05,3.276116623991863985e+00,3.248031991151793640e+00
-7.722081632653060633e-05,3.276116623991863985e+00,3.251751807815536743e+00
-7.719081632653062186e-05,3.287369930177827637e+00,3.248031991151793640e+00
-7.716081632653061029e-05,3.279867726053851573e+00,3.259191441143022061e+00
-7.713081632653059872e-05,3.279867726053851573e+00,3.259191441143022061e+00
-7.710081632653061426e-05,3.291121032239815225e+00,3.274070707797992696e+00
-7.707081632653060268e-05,3.306125440487766465e+00,3.270350891134250038e+00
-7.704081632653061822e-05,3.287369930177827637e+00,3.274070707797992696e+00
-7.701081632653060665e-05,3.268614419867887921e+00,3.259191441143022061e+00
-7.698081632653062218e-05,3.283618828115839161e+00,3.259191441143022061e+00
-7.695081632653061061e-05,3.279867726053851573e+00,3.255471624479279402e+00
-7.692081632653059904e-05,3.287369930177827637e+00,3.248031991151793640e+00
-7.689081632653061457e-05,3.276116623991863985e+00,3.251751807815536743e+00
-7.686081632653060300e-05,3.283618828115839161e+00,3.248031991151793640e+00
-7.683081632653061854e-05,3.279867726053851573e+00,3.259191441143022061e+00
-7.680081632653060696e-05,3.291121032239815225e+00,3.266631074470507379e+00
-7.677081632653062250e-05,3.291121032239815225e+00,3.259191441143022061e+00
-7.674081632653061093e-05,3.298623236363791289e+00,3.270350891134250038e+00
-7.671081632653059936e-05,3.294872134301802813e+00,3.274070707797992696e+00
-7.668081632653061489e-05,3.298623236363791289e+00,3.274070707797992696e+00
-7.665081632653060332e-05,3.287369930177827637e+00,3.270350891134250038e+00
-7.662081632653061885e-05,3.283618828115839161e+00,3.266631074470507379e+00
-7.659081632653060728e-05,3.287369930177827637e+00,3.255471624479279402e+00
-7.656081632653059571e-05,3.283618828115839161e+00,3.266631074470507379e+00
-7.653081632653061124e-05,3.283618828115839161e+00,3.255471624479279402e+00
-7.650081632653059967e-05,3.287369930177827637e+00,3.255471624479279402e+00
-7.647081632653061521e-05,3.287369930177827637e+00,3.281510341125478458e+00
-7.644081632653060363e-05,3.298623236363791289e+00,3.277790524461735799e+00
-7.641081632653061917e-05,3.294872134301802813e+00,3.274070707797992696e+00
-7.638081632653060760e-05,3.291121032239815225e+00,3.274070707797992696e+00
-7.635081632653059603e-05,3.294872134301802813e+00,3.270350891134250038e+00
-7.632081632653061156e-05,3.287369930177827637e+00,3.270350891134250038e+00
-7.629081632653059999e-05,3.287369930177827637e+00,3.262911257806764720e+00
-7.626081632653061552e-05,3.287369930177827637e+00,3.270350891134250038e+00
-7.623081632653060395e-05,3.287369930177827637e+00,3.266631074470507379e+00
-7.620081632653061948e-05,3.283618828115839161e+00,3.274070707797992696e+00
-7.617081632653060791e-05,3.276116623991863985e+00,3.262911257806764720e+00
-7.614081632653059634e-05,3.276116623991863985e+00,3.270350891134250038e+00
-7.611081632653061188e-05,3.279867726053851573e+00,3.270350891134250038e+00
-7.608081632653060030e-05,3.287369930177827637e+00,3.274070707797992696e+00
-7.605081632653061584e-05,3.291121032239815225e+00,3.270350891134250038e+00
-7.602081632653060427e-05,3.291121032239815225e+00,3.259191441143022061e+00
-7.599081632653061980e-05,3.291121032239815225e+00,3.277790524461735799e+00
-7.596081632653060823e-05,3.294872134301802813e+00,3.277790524461735799e+00
-7.593081632653059666e-05,3.298623236363791289e+00,3.281510341125478458e+00
-7.590081632653061219e-05,3.291121032239815225e+00,3.266631074470507379e+00
-7.587081632653060062e-05,3.276116623991863985e+00,3.255471624479279402e+00
-7.584081632653061616e-05,3.279867726053851573e+00,3.259191441143022061e+00
-7.581081632653060458e-05,3.283618828115839161e+00,3.262911257806764720e+00
-7.578081632653062012e-05,3.298623236363791289e+00,3.262911257806764720e+00
-7.575081632653060855e-05,3.291121032239815225e+00,3.262911257806764720e+00
-7.572081632653059698e-05,3.283618828115839161e+00,3.270350891134250038e+00
-7.569081632653061251e-05,3.279867726053851573e+00,3.266631074470507379e+00
-7.566081632653060094e-05,3.268614419867887921e+00,3.266631074470507379e+00
-7.563081632653061647e-05,3.283618828115839161e+00,3.274070707797992696e+00
-7.560081632653060490e-05,3.287369930177827637e+00,3.274070707797992696e+00
-7.557081632653062043e-05,3.272365521929876397e+00,3.266631074470507379e+00
-7.554081632653060886e-05,3.283618828115839161e+00,3.266631074470507379e+00
-7.551081632653059729e-05,3.291121032239815225e+00,3.270350891134250038e+00
-7.548081632653061283e-05,3.283618828115839161e+00,3.274070707797992696e+00
-7.545081632653060125e-05,3.283618828115839161e+00,3.270350891134250038e+00
-7.542081632653061679e-05,3.279867726053851573e+00,3.277790524461735799e+00
-7.539081632653060522e-05,3.287369930177827637e+00,3.270350891134250038e+00
-7.536081632653062075e-05,3.294872134301802813e+00,3.274070707797992696e+00
-7.533081632653060918e-05,3.291121032239815225e+00,3.277790524461735799e+00
-7.530081632653059761e-05,3.283618828115839161e+00,3.262911257806764720e+00
-7.527081632653061314e-05,3.287369930177827637e+00,3.281510341125478458e+00
-7.524081632653060157e-05,3.302374338425778877e+00,3.277790524461735799e+00
-7.521081632653061711e-05,3.313627644611742529e+00,3.296389607780449538e+00
-7.518081632653060553e-05,3.298623236363791289e+00,3.300109424444192197e+00
-7.515081632653062107e-05,3.306125440487766465e+00,3.296389607780449538e+00
-7.512081632653060950e-05,3.302374338425778877e+00,3.296389607780449538e+00
-7.509081632653059793e-05,3.291121032239815225e+00,3.288949974452963776e+00
-7.506081632653061346e-05,3.302374338425778877e+00,3.292669791116706435e+00
-7.503081632653060189e-05,3.309876542549754941e+00,3.300109424444192197e+00
-7.500081632653061742e-05,3.294872134301802813e+00,3.288949974452963776e+00
-7.497081632653060585e-05,3.313627644611742529e+00,3.292669791116706435e+00
-7.494081632653062138e-05,3.306125440487766465e+00,3.292669791116706435e+00
-7.491081632653060981e-05,3.298623236363791289e+00,3.292669791116706435e+00
-7.488081632653059824e-05,3.309876542549754941e+00,3.288949974452963776e+00
-7.485081632653061378e-05,3.309876542549754941e+00,3.300109424444192197e+00
-7.482081632653060220e-05,3.309876542549754941e+00,3.307549057771677514e+00
-7.479081632653061774e-05,3.309876542549754941e+00,3.288949974452963776e+00
-7.476081632653060617e-05,3.317378746673730117e+00,3.318708507762905491e+00
-7.473081632653062170e-05,3.324880950797706181e+00,3.307549057771677514e+00
-7.470081632653061013e-05,3.298623236363791289e+00,3.281510341125478458e+00
-7.467081632653059856e-05,3.272365521929876397e+00,3.274070707797992696e+00
-7.464081632653061409e-05,3.294872134301802813e+00,3.285230157789221117e+00
-7.461081632653060252e-05,3.298623236363791289e+00,3.288949974452963776e+00
-7.458081632653061805e-05,3.272365521929876397e+00,3.255471624479279402e+00
-7.455081632653060648e-05,3.298623236363791289e+00,3.281510341125478458e+00
-7.452081632653062202e-05,3.294872134301802813e+00,3.274070707797992696e+00
-7.449081632653061045e-05,3.294872134301802813e+00,3.274070707797992696e+00
-7.446081632653059887e-05,3.283618828115839161e+00,3.274070707797992696e+00
-7.443081632653061441e-05,3.287369930177827637e+00,3.274070707797992696e+00
-7.440081632653060284e-05,3.279867726053851573e+00,3.266631074470507379e+00
-7.437081632653061837e-05,3.276116623991863985e+00,3.266631074470507379e+00
-7.434081632653060680e-05,3.276116623991863985e+00,3.266631074470507379e+00
